PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Sam Hauser,BOS,BOS vs. ORL,11/23/2025,W,27,14,5,8,62.5,4,7,57.1,0,0,-,0,1,1,0,0,0,0,3,-6,15.2
Collin Sexton,CHA,CHA @ ATL,11/23/2025,L,36,22,8,16,50.0,1,6,16.7,5,6,83.3,0,0,0,4,0,0,3,3,-3,25.0
Jerami Grant,POR,POR @ OKC,11/23/2025,L,24,21,6,8,75.0,3,4,75.0,6,6,100,1,2,3,2,1,0,4,2,-29,26.6
Yanic Konan Niederhäuser,LAC,LAC @ CHA,11/22/2025,W,3,0,0,2,0.0,0,0,-,0,0,-,2,0,2,0,0,0,0,1,-9,2.4
Jahmyl Telfort,LAC,LAC @ CHA,11/22/2025,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,1,-9,3.0
Brook Lopez,LAC,LAC @ CHA,11/22/2025,W,15,11,4,10,40.0,3,7,42.9,0,0,-,0,1,1,1,0,1,0,2,7,16.7
James Harden,LAC,LAC @ CHA,11/22/2025,W,35,55,17,26,65.4,10,16,62.5,11,14,78.6,1,2,3,7,1,0,2,1,22,70.1
Miles Bridges,CHA,CHA vs. LAC,11/22/2025,L,30,19,5,12,41.7,0,2,0.0,9,10,90.0,0,3,3,2,0,1,0,0,-15,28.6
Liam McNeeley,CHA,CHA vs. LAC,11/22/2025,L,18,3,1,4,25.0,1,2,50.0,0,0,-,1,5,6,1,0,0,1,1,-5,10.7
Kris Dunn,LAC,LAC @ CHA,11/22/2025,W,27,6,3,5,60.0,0,0,-,0,0,-,1,1,2,6,1,0,0,1,8,20.4
Collin Sexton,CHA,CHA vs. LAC,11/22/2025,L,23,18,7,13,53.8,0,0,-,4,4,100,1,2,3,4,0,0,2,1,-18,25.6
Nicolas Batum,LAC,LAC @ CHA,11/22/2025,W,19,9,3,4,75.0,3,4,75.0,0,0,-,1,2,3,0,2,0,0,1,18,18.6
Brandon Miller,CHA,CHA vs. LAC,11/22/2025,L,26,21,8,18,44.4,2,10,20.0,3,3,100,0,1,1,3,1,1,0,3,-3,32.7
Pat Connaughton,CHA,CHA vs. LAC,11/22/2025,L,6,0,0,2,0.0,0,2,0.0,0,0,-,1,1,2,0,0,0,0,0,1,2.4
Kobe Sanders,LAC,LAC @ CHA,11/22/2025,W,30,11,3,7,42.9,1,4,25.0,4,4,100,0,1,1,2,1,0,0,2,16,18.2
Sion James,CHA,CHA vs. LAC,11/22/2025,L,21,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,3,1,0,1,1,-16,11.9
Kobe Brown,LAC,LAC @ CHA,11/22/2025,W,8,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-9,-1.0
Kon Knueppel,CHA,CHA vs. LAC,11/22/2025,L,34,26,9,12,75.0,6,9,66.7,2,2,100,1,0,1,1,1,0,2,4,-12,29.7
Cam Christie,LAC,LAC @ CHA,11/22/2025,W,21,8,2,8,25.0,0,4,0.0,4,4,100,2,7,9,0,1,0,3,3,7,18.8
Ryan Kalkbrenner,CHA,CHA vs. LAC,11/22/2025,L,11,2,1,2,50.0,0,0,-,0,0,-,1,1,2,1,0,0,0,1,-5,5.9
Drew Peterson,CHA,CHA vs. LAC,11/22/2025,L,9,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,0,1,0,0,1,4,4.2
Mason Plumlee,CHA,CHA vs. LAC,11/22/2025,L,12,0,0,0,-,0,0,-,0,0,-,3,3,6,1,1,0,1,0,2,10.7
Ivica Zubac,LAC,LAC @ CHA,11/22/2025,W,30,18,9,12,75.0,0,0,-,0,0,-,2,7,9,6,0,1,1,1,17,39.8
Chris Paul,LAC,LAC @ CHA,11/22/2025,W,23,3,1,5,20.0,1,3,33.3,0,1,0.0,1,3,4,8,0,0,1,1,1,18.8
Moussa Diabaté,CHA,CHA vs. LAC,11/22/2025,L,25,6,2,4,50.0,0,0,-,2,4,50.0,3,4,7,1,0,0,0,3,-12,15.9
John Collins,LAC,LAC @ CHA,11/22/2025,W,26,10,4,10,40.0,1,4,25.0,1,1,100,1,6,7,0,1,0,0,5,6,21.4
LaMelo Ball,CHA,CHA vs. LAC,11/22/2025,L,25,18,7,14,50.0,1,7,14.3,3,3,100,0,4,4,7,0,0,3,5,4,30.3
Jase Richardson,ORL,ORL vs. NYK,11/22/2025,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-3,0.0
Noah Penda,ORL,ORL vs. NYK,11/22/2025,W,2,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,-3,1.2
Guerschon Yabusele,NYK,NYK @ ORL,11/22/2025,L,14,4,2,3,66.7,0,1,0.0,0,0,-,0,1,1,0,0,0,1,3,1,4.2
Tyus Jones,ORL,ORL vs. NYK,11/22/2025,W,16,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,3,0,0,0,0,3,5.7
Anthony Black,ORL,ORL vs. NYK,11/22/2025,W,29,11,4,8,50.0,1,2,50.0,2,4,50.0,0,1,1,4,3,1,1,4,21,29.2
Jordan Clarkson,NYK,NYK @ ORL,11/22/2025,L,34,15,6,10,60.0,3,5,60.0,0,0,-,1,1,2,5,0,1,3,3,-11,24.9
Jonathan Isaac,ORL,ORL vs. NYK,11/22/2025,W,16,6,3,5,60.0,0,2,0.0,0,0,-,2,5,7,0,0,0,1,2,8,13.4
Mikal Bridges,NYK,NYK @ ORL,11/22/2025,L,38,18,7,11,63.6,3,5,60.0,1,2,50.0,1,6,7,2,2,1,1,1,1,37.4
Jalen Suggs,ORL,ORL vs. NYK,11/22/2025,W,32,26,8,15,53.3,2,6,33.3,8,9,88.9,2,1,3,1,0,0,4,3,9,27.1
Pacôme Dadiet,NYK,NYK @ ORL,11/22/2025,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Goga Bitadze,ORL,ORL vs. NYK,11/22/2025,W,19,6,3,4,75.0,0,0,-,0,0,-,2,5,7,3,1,1,1,1,6,23.9
Ariel Hukporti,NYK,NYK @ ORL,11/22/2025,L,3,1,0,0,-,0,0,-,1,2,50.0,1,1,2,0,0,0,0,0,1,3.4
Jalen Brunson,NYK,NYK @ ORL,11/22/2025,L,37,33,12,21,57.1,3,9,33.3,6,6,100,0,3,3,11,0,0,2,2,-13,51.1
Landry Shamet,NYK,NYK @ ORL,11/22/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,1,6,3.0
Karl-Anthony Towns,NYK,NYK @ ORL,11/22/2025,L,37,24,6,14,42.9,2,6,33.3,10,11,90.9,2,6,8,3,0,0,4,3,-14,34.1
Mitchell Robinson,NYK,NYK @ ORL,11/22/2025,L,17,6,3,3,100,0,0,-,0,0,-,1,2,3,0,0,2,1,4,-3,14.6
Mohamed Diawara,NYK,NYK @ ORL,11/22/2025,L,10,0,0,4,0.0,0,3,0.0,0,0,-,2,2,4,2,1,0,3,3,-7,7.8
Tristan da Silva,ORL,ORL vs. NYK,11/22/2025,W,28,4,2,8,25.0,0,3,0.0,0,0,-,1,2,3,4,0,0,1,4,1,12.6
Franz Wagner,ORL,ORL vs. NYK,11/22/2025,W,34,37,13,19,68.4,4,6,66.7,7,7,100,0,6,6,7,0,0,1,2,10,53.7
Josh Hart,NYK,NYK @ ORL,11/22/2025,L,29,12,5,9,55.6,1,5,20.0,1,1,100,1,4,5,2,0,0,2,6,-19,19.0
Desmond Bane,ORL,ORL vs. NYK,11/22/2025,W,32,27,8,16,50.0,3,7,42.9,8,8,100,1,2,3,5,1,0,2,2,9,39.1
Jett Howard,ORL,ORL vs. NYK,11/22/2025,W,8,5,2,3,66.7,1,2,50.0,0,0,-,0,0,0,0,0,0,0,1,-8,5.0
Wendell Carter Jr.,ORL,ORL vs. NYK,11/22/2025,W,22,11,4,4,100,2,2,100,1,2,50.0,2,2,4,1,0,0,2,6,7,15.3
Tyler Kolek,NYK,NYK @ ORL,11/22/2025,L,17,8,2,3,66.7,1,2,50.0,3,6,50.0,0,1,1,1,2,0,0,2,-3,16.7
Caleb Houstan,ATL,ATL @ NOP,11/22/2025,W,2,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-3,4.2
Asa Newell,ATL,ATL @ NOP,11/22/2025,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-3,0.0
Jacob Toppin,ATL,ATL @ NOP,11/22/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,1,0,0,-1,4.5
Jordan Hawkins,NOP,NOP vs. ATL,11/22/2025,L,19,5,2,7,28.6,1,2,50.0,0,0,-,0,2,2,0,0,0,0,1,-12,7.4
Kevon Looney,NOP,NOP vs. ATL,11/22/2025,L,14,2,1,2,50.0,0,1,0.0,0,0,-,2,3,5,1,0,1,0,1,-4,12.5
Yves Missi,NOP,NOP vs. ATL,11/22/2025,L,21,2,1,3,33.3,0,0,-,0,0,-,0,3,3,2,0,2,0,0,-14,14.6
Bryce McGowens,NOP,NOP vs. ATL,11/22/2025,L,20,9,3,5,60.0,0,0,-,3,4,75.0,1,0,1,0,1,1,0,0,-7,16.2
Luke Kennard,ATL,ATL @ NOP,11/22/2025,W,24,8,2,6,33.3,2,5,40.0,2,2,100,0,0,0,3,0,0,0,1,13,12.5
Micah Peavy,NOP,NOP vs. ATL,11/22/2025,L,27,4,2,7,28.6,0,3,0.0,0,0,-,3,0,3,1,0,0,2,3,1,7.1
Vít Krejčí,ATL,ATL @ NOP,11/22/2025,W,27,21,7,10,70.0,7,10,70.0,0,0,-,0,1,1,0,0,0,1,1,10,21.2
Jose Alvarado,NOP,NOP vs. ATL,11/22/2025,L,17,8,3,5,60.0,2,3,66.7,0,0,-,0,1,1,1,0,0,2,1,-12,8.7
Jeremiah Fears,NOP,NOP vs. ATL,11/22/2025,L,31,11,5,13,38.5,0,1,0.0,1,2,50.0,0,4,4,4,1,1,3,2,-5,24.8
Mouhamed Gueye,ATL,ATL @ NOP,11/22/2025,W,27,3,1,3,33.3,1,3,33.3,0,0,-,3,3,6,0,2,0,0,3,14,16.2
Trey Murphy III,NOP,NOP vs. ATL,11/22/2025,L,31,19,6,16,37.5,4,10,40.0,3,4,75.0,1,8,9,4,0,0,4,2,-16,31.8
Saddiq Bey,NOP,NOP vs. ATL,11/22/2025,L,28,18,6,12,50.0,1,5,20.0,5,6,83.3,3,8,11,5,1,0,1,3,-8,40.7
Dyson Daniels,ATL,ATL @ NOP,11/22/2025,W,31,14,6,15,40.0,0,4,0.0,2,2,100,5,3,8,4,1,1,1,3,13,34.6
Derik Queen,NOP,NOP vs. ATL,11/22/2025,L,32,20,6,14,42.9,0,2,0.0,8,8,100,3,6,9,3,2,1,2,4,-8,42.3
Jalen Johnson,ATL,ATL @ NOP,11/22/2025,W,34,18,6,15,40.0,2,4,50.0,4,6,66.7,1,10,11,9,1,1,4,1,20,46.7
Zaccharie Risacher,ATL,ATL @ NOP,11/22/2025,W,23,8,4,11,36.4,0,6,0.0,0,2,0.0,0,3,3,4,1,1,0,3,6,23.6
Thanasis Antetokounmpo,MIL,MIL vs. DET,11/22/2025,L,2,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,1,0,2,4,5.0
Chaz Lanier,DET,DET @ MIL,11/22/2025,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Mark Sears,MIL,MIL vs. DET,11/22/2025,L,2,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,6,2.7
Pete Nance,MIL,MIL vs. DET,11/22/2025,L,2,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,4,4.2
Javonte Green,DET,DET @ MIL,11/22/2025,W,13,7,3,3,100,1,1,100,0,0,-,0,1,1,0,0,0,1,3,4,7.2
Bilal Coulibaly,WAS,WAS @ CHI,11/22/2025,L,25,7,2,6,33.3,1,1,100,2,2,100,1,1,2,3,0,0,1,4,1,12.9
Duncan Robinson,DET,DET @ MIL,11/22/2025,W,28,15,5,6,83.3,5,6,83.3,0,0,-,0,3,3,2,2,0,0,0,16,27.6
Jaden Ivey,DET,DET @ MIL,11/22/2025,W,15,10,4,6,66.7,1,3,33.3,1,2,50.0,0,1,1,2,1,0,1,1,4,16.2
Jevon Carter,CHI,CHI vs. WAS,11/22/2025,W,11,2,1,3,33.3,0,2,0.0,0,0,-,0,2,2,0,1,0,0,0,0,7.4
Ayo Dosunmu,CHI,CHI vs. WAS,11/22/2025,W,29,8,2,9,22.2,1,4,25.0,3,4,75.0,1,4,5,1,0,0,0,0,2,15.5
Corey Kispert,WAS,WAS @ CHI,11/22/2025,L,37,20,7,10,70.0,3,6,50.0,3,3,100,1,4,5,5,1,0,1,1,6,35.5
Isaiah Stewart,DET,DET @ MIL,11/22/2025,W,23,7,3,4,75.0,1,2,50.0,0,0,-,0,2,2,1,0,3,0,3,-5,19.9
Gary Trent Jr.,MIL,MIL vs. DET,11/22/2025,L,19,8,3,5,60.0,2,4,50.0,0,0,-,0,0,0,0,0,0,1,1,-3,7.0
Nikola Vučević,CHI,CHI vs. WAS,11/22/2025,W,27,28,12,20,60.0,3,7,42.9,1,1,100,9,3,12,2,0,0,1,4,-1,44.4
Jericho Sims,MIL,MIL vs. DET,11/22/2025,L,24,6,3,3,100,0,0,-,0,0,-,0,5,5,3,1,1,2,1,3,20.5
Ausar Thompson,DET,DET @ MIL,11/22/2025,W,28,6,3,6,50.0,0,0,-,0,0,-,0,2,2,1,2,1,0,3,11,18.9
Josh Giddey,CHI,CHI vs. WAS,11/22/2025,W,34,18,5,12,41.7,2,3,66.7,6,7,85.7,1,11,12,11,3,1,2,2,3,58.9
Tobias Harris,DET,DET @ MIL,11/22/2025,W,23,18,7,9,77.8,3,5,60.0,1,3,33.3,0,5,5,4,0,1,0,0,25,33.0
Cade Cunningham,DET,DET @ MIL,11/22/2025,W,33,29,10,18,55.6,3,6,50.0,6,6,100,1,7,8,10,1,1,4,3,14,55.6
Alex Sarr,WAS,WAS @ CHI,11/22/2025,L,28,16,7,18,38.9,2,6,33.3,0,3,0.0,2,9,11,4,0,0,1,2,-8,34.2
Jalen Duren,DET,DET @ MIL,11/22/2025,W,27,19,7,10,70.0,0,0,-,5,8,62.5,0,6,6,5,0,0,3,1,15,30.7
Ronald Holland II,DET,DET @ MIL,11/22/2025,W,17,4,2,6,33.3,0,3,0.0,0,2,0.0,0,2,2,2,2,0,1,2,0,14.4
Ryan Rollins,MIL,MIL vs. DET,11/22/2025,L,34,24,9,21,42.9,3,8,37.5,3,4,75.0,2,3,5,7,1,2,3,2,-23,46.5
CJ McCollum,WAS,WAS @ CHI,11/22/2025,L,27,18,7,15,46.7,3,5,60.0,1,1,100,1,1,2,3,0,1,1,5,-7,26.9
Daniss Jenkins,DET,DET @ MIL,11/22/2025,W,13,7,3,3,100,1,1,100,0,0,-,0,1,1,3,1,0,3,1,3,12.7
Noa Essengue,CHI,CHI vs. WAS,11/22/2025,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-9,0.0
Kristaps Porziņģis,ATL,ATL @ NOP,11/22/2025,W,33,30,11,17,64.7,2,6,33.3,6,7,85.7,0,7,7,4,0,3,0,5,5,53.4
Julian Phillips,CHI,CHI vs. WAS,11/22/2025,W,10,4,2,2,100,0,0,-,0,0,-,2,1,3,0,0,0,0,2,3,7.6
Cole Anthony,MIL,MIL vs. DET,11/22/2025,L,14,4,2,5,40.0,0,2,0.0,0,0,-,0,3,3,2,1,1,5,0,10,11.6
Will Riley,WAS,WAS @ CHI,11/22/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-1,1.5
Myles Turner,MIL,MIL vs. DET,11/22/2025,L,30,11,4,8,50.0,2,6,33.3,1,1,100,0,4,4,2,1,2,1,3,-23,26.8
Caris LeVert,DET,DET @ MIL,11/22/2025,W,13,5,2,6,33.3,1,3,33.3,0,1,0.0,0,0,0,1,1,0,1,0,-7,8.5
Nickeil Alexander-Walker,ATL,ATL @ NOP,11/22/2025,W,36,10,4,11,36.4,2,6,33.3,0,0,-,1,4,5,3,1,0,1,2,11,22.5
Paul Reed,DET,DET @ MIL,11/22/2025,W,5,2,0,1,0.0,0,0,-,2,2,100,0,1,1,0,0,0,0,0,-9,3.2
Bobby Portis,MIL,MIL vs. DET,11/22/2025,L,25,18,7,10,70.0,4,5,80.0,0,0,-,1,6,7,2,0,0,0,1,-15,29.4
Kyle Kuzma,MIL,MIL vs. DET,11/22/2025,L,16,13,5,10,50.0,1,2,50.0,2,2,100,1,2,3,2,0,0,1,1,-12,18.6
AJ Green,MIL,MIL vs. DET,11/22/2025,L,28,15,5,12,41.7,5,10,50.0,0,0,-,0,2,2,2,0,0,0,2,-21,20.4
Jalen Smith,CHI,CHI vs. WAS,11/22/2025,W,19,9,4,13,30.8,1,6,16.7,0,0,-,4,5,9,1,0,1,0,2,-3,24.3
Cam Whitmore,WAS,WAS @ CHI,11/22/2025,L,18,20,7,10,70.0,2,4,50.0,4,5,80.0,2,5,7,2,0,0,2,2,4,29.4
Kevin Huerter,CHI,CHI vs. WAS,11/22/2025,W,19,9,4,8,50.0,1,3,33.3,0,0,-,0,0,0,3,0,0,0,1,-9,13.5
Justin Champagnie,WAS,WAS @ CHI,11/22/2025,L,23,2,1,3,33.3,0,1,0.0,0,0,-,2,3,5,2,2,1,1,3,-11,19.0
Amir Coffey,MIL,MIL vs. DET,11/22/2025,L,2,3,1,1,100,1,1,100,0,0,-,0,0,0,1,0,0,0,0,4,4.5
Bub Carrington,WAS,WAS @ CHI,11/22/2025,L,24,8,3,9,33.3,2,4,50.0,0,0,-,1,2,3,4,0,0,2,3,4,15.6
Coby White,CHI,CHI vs. WAS,11/22/2025,W,31,20,6,16,37.5,3,11,27.3,5,7,71.4,0,3,3,6,0,0,4,2,8,28.6
Kyshawn George,WAS,WAS @ CHI,11/22/2025,L,36,17,5,14,35.7,1,3,33.3,6,6,100,4,8,12,7,4,0,4,2,0,49.9
Tre Jones,CHI,CHI vs. WAS,11/22/2025,W,26,10,2,5,40.0,0,1,0.0,6,6,100,0,2,2,1,0,0,2,2,7,11.9
Tristan Vukcevic,WAS,WAS @ CHI,11/22/2025,L,20,12,5,11,45.5,2,6,33.3,0,0,-,1,7,8,2,2,2,2,1,7,34.6
Matas Buzelis,CHI,CHI vs. WAS,11/22/2025,W,29,13,4,11,36.4,1,6,16.7,4,5,80.0,0,6,6,1,1,3,1,0,4,32.7
Cedric Coward,MEM,MEM @ DAL,11/22/2025,W,25,9,3,11,27.3,0,4,0.0,3,5,60.0,1,1,2,1,0,0,0,1,8,12.9
Brandon Williams,DAL,DAL vs. MEM,11/22/2025,L,32,18,6,11,54.5,2,4,50.0,4,4,100,1,2,3,4,1,0,1,3,-2,29.6
Dwight Powell,DAL,DAL vs. MEM,11/22/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Naji Marshall,DAL,DAL vs. MEM,11/22/2025,L,30,13,4,8,50.0,1,4,25.0,4,4,100,0,7,7,4,0,2,0,1,-2,33.4
Cooper Flagg,DAL,DAL vs. MEM,11/22/2025,L,33,12,4,15,26.7,1,3,33.3,3,4,75.0,2,5,7,1,1,1,1,2,-5,26.9
P.J. Washington,DAL,DAL vs. MEM,11/22/2025,L,32,15,7,17,41.2,1,5,20.0,0,1,0.0,2,6,8,4,1,2,2,2,-8,37.6
Jock Landale,MEM,MEM @ DAL,11/22/2025,W,5,7,3,6,50.0,1,2,50.0,0,0,-,1,0,1,1,0,0,0,0,-1,9.7
Moussa Cisse,DAL,DAL vs. MEM,11/22/2025,L,9,0,0,1,0.0,0,0,-,0,0,-,1,3,4,1,1,2,1,2,1,14.3
Jaden Hardy,DAL,DAL vs. MEM,11/22/2025,L,12,0,0,5,0.0,0,4,0.0,0,0,-,0,0,0,1,0,0,0,1,-1,1.5
GG Jackson,MEM,MEM @ DAL,11/22/2025,W,8,2,1,5,20.0,0,1,0.0,0,0,-,0,2,2,0,0,0,1,0,-10,3.4
Zach Edey,MEM,MEM @ DAL,11/22/2025,W,26,12,2,3,66.7,0,0,-,8,8,100,7,8,15,3,1,4,4,5,13,45.5
Santi Aldama,MEM,MEM @ DAL,11/22/2025,W,35,20,9,17,52.9,2,5,40.0,0,0,-,2,6,8,4,1,1,0,1,10,41.6
Jaylen Wells,MEM,MEM @ DAL,11/22/2025,W,31,9,3,10,30.0,0,2,0.0,3,4,75.0,3,2,5,4,0,0,0,2,18,21.0
Daniel Gafford,DAL,DAL vs. MEM,11/22/2025,L,27,5,2,6,33.3,0,0,-,1,1,100,3,5,8,4,0,2,2,5,-13,24.6
Olivier-Maxence Prosper,MEM,MEM @ DAL,11/22/2025,W,17,2,1,8,12.5,0,3,0.0,0,0,-,2,5,7,0,0,0,1,2,-12,9.4
Klay Thompson,DAL,DAL vs. MEM,11/22/2025,L,28,22,7,17,41.2,6,12,50.0,2,2,100,1,0,1,0,0,0,1,4,2,22.2
Max Christie,DAL,DAL vs. MEM,11/22/2025,L,22,9,4,7,57.1,1,2,50.0,0,0,-,1,2,3,0,0,0,2,0,-8,10.6
Caleb Martin,DAL,DAL vs. MEM,11/22/2025,L,12,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,1,5,2.0
John Konchar,MEM,MEM @ DAL,11/22/2025,W,20,4,2,5,40.0,0,2,0.0,0,1,0.0,3,4,7,1,0,0,2,0,1,11.9
Cam Spencer,MEM,MEM @ DAL,11/22/2025,W,24,17,6,10,60.0,3,5,60.0,2,2,100,1,3,4,5,1,0,1,3,6,31.3
Kentavious Caldwell-Pope,MEM,MEM @ DAL,11/22/2025,W,25,10,4,8,50.0,2,4,50.0,0,0,-,0,0,0,1,0,0,0,0,-6,11.5
Vince Williams Jr.,MEM,MEM @ DAL,11/22/2025,W,24,10,3,9,33.3,0,3,0.0,4,4,100,3,7,10,6,2,0,3,4,3,34.0
Gary Harris,MIL,MIL vs. DET,11/22/2025,L,12,3,1,1,100,0,0,-,1,1,100,0,0,0,2,2,0,0,3,4,12.0
Andre Jackson Jr.,MIL,MIL vs. DET,11/22/2025,L,29,6,2,6,33.3,1,3,33.3,1,2,50.0,2,2,4,5,2,0,2,3,-3,22.3
Jamal Murray,DEN,DEN vs. SAC,11/22/2025,L,37,23,9,18,50.0,3,7,42.9,2,3,66.7,0,2,2,9,1,1,1,2,0,43.9
Keegan Murray,SAC,SAC @ DEN,11/22/2025,W,37,19,7,14,50.0,3,8,37.5,2,2,100,1,4,5,1,2,1,0,0,1,35.5
DeMar DeRozan,SAC,SAC @ DEN,11/22/2025,W,31,17,5,9,55.6,0,1,0.0,7,7,100,1,6,7,5,0,1,3,0,4,32.9
Malik Monk,SAC,SAC @ DEN,11/22/2025,W,26,12,5,14,35.7,1,4,25.0,1,1,100,1,1,2,2,0,0,0,1,12,17.4
Russell Westbrook,SAC,SAC @ DEN,11/22/2025,W,30,21,9,16,56.3,2,6,33.3,1,2,50.0,2,4,6,11,1,1,1,4,-13,49.7
Jonas Valančiūnas,DEN,DEN vs. SAC,11/22/2025,L,11,8,4,8,50.0,0,2,0.0,0,0,-,0,2,2,1,0,1,1,1,-5,13.9
Nikola Jokić,DEN,DEN vs. SAC,11/22/2025,L,37,44,16,28,57.1,3,6,50.0,9,10,90.0,7,6,13,7,0,0,2,4,2,68.1
Peyton Watson,DEN,DEN vs. SAC,11/22/2025,L,34,15,6,10,60.0,3,5,60.0,0,0,-,1,6,7,1,0,0,3,3,3,21.9
Nique Clifford,SAC,SAC @ DEN,11/22/2025,W,9,2,1,2,50.0,0,1,0.0,0,0,-,1,1,2,1,0,0,0,3,4,5.9
Hunter Tyson,DEN,DEN vs. SAC,11/22/2025,L,8,2,0,1,0.0,0,1,0.0,2,2,100,0,1,1,2,0,0,0,0,-5,6.2
Maxime Raynaud,SAC,SAC @ DEN,11/22/2025,W,8,6,3,5,60.0,0,1,0.0,0,0,-,0,3,3,1,1,0,0,3,-8,14.1
Precious Achiuwa,SAC,SAC @ DEN,11/22/2025,W,24,7,3,4,75.0,0,0,-,1,1,100,2,2,4,0,1,0,0,3,5,14.8
Drew Eubanks,SAC,SAC @ DEN,11/22/2025,W,22,8,3,5,60.0,0,0,-,2,2,100,1,2,3,1,1,0,0,4,6,16.1
Spencer Jones,DEN,DEN vs. SAC,11/22/2025,L,24,1,0,2,0.0,0,1,0.0,1,2,50.0,2,2,4,0,0,0,1,5,-18,4.8
Zach LaVine,SAC,SAC @ DEN,11/22/2025,W,36,15,6,14,42.9,1,6,16.7,2,2,100,0,2,2,3,2,0,2,1,-6,25.9
Dennis Schröder,SAC,SAC @ DEN,11/22/2025,W,18,21,6,8,75.0,3,3,100,6,6,100,0,3,3,7,0,0,0,1,20,35.1
Bruce Brown,DEN,DEN vs. SAC,11/22/2025,L,27,2,1,7,14.3,0,3,0.0,0,0,-,1,2,3,3,0,0,1,3,-8,9.1
Cameron Johnson,DEN,DEN vs. SAC,11/22/2025,L,37,20,7,11,63.6,4,7,57.1,2,3,66.7,0,5,5,4,0,1,3,1,3,32.0
Tim Hardaway Jr.,DEN,DEN vs. SAC,11/22/2025,L,26,8,2,7,28.6,1,5,20.0,3,3,100,0,1,1,1,0,0,1,2,3,9.7
Thomas Bryant,CLE,CLE vs. IND,11/21/2025,W,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-4,0.0
Tyrese Proctor,CLE,CLE vs. IND,11/21/2025,W,1,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4,1.2
Taelon Peter,IND,IND @ CLE,11/21/2025,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,4,2.7
RayJ Dennis,IND,IND @ CLE,11/21/2025,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,4,0.0
Jarace Walker,IND,IND @ CLE,11/21/2025,L,17,6,2,6,33.3,0,2,0.0,2,2,100,0,4,4,0,0,0,0,2,-7,10.8
Andrew Nembhard,IND,IND @ CLE,11/21/2025,L,33,32,11,20,55.0,3,5,60.0,7,7,100,0,1,1,8,2,0,0,3,-11,51.2
Dean Wade,CLE,CLE vs. IND,11/21/2025,W,20,4,2,4,50.0,0,2,0.0,0,0,-,1,2,3,1,0,1,1,3,10,11.1
De'Andre Hunter,CLE,CLE vs. IND,11/21/2025,W,28,20,8,16,50.0,3,9,33.3,1,1,100,3,4,7,1,2,0,1,2,19,34.9
Ben Sheppard,IND,IND @ CLE,11/21/2025,L,25,2,1,6,16.7,0,5,0.0,0,0,-,2,3,5,5,2,0,0,0,-16,21.5
Larry Nance Jr.,CLE,CLE vs. IND,11/21/2025,W,19,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,1,1,2,0,0,-2,16.9
Darius Garland,CLE,CLE vs. IND,11/21/2025,W,27,20,5,12,41.7,3,4,75.0,7,7,100,1,1,2,7,0,0,4,3,18,28.9
Lonzo Ball,CLE,CLE vs. IND,11/21/2025,W,25,0,0,2,0.0,0,2,0.0,0,0,-,0,7,7,5,0,1,1,4,12,17.9
Tony Bradley,IND,IND @ CLE,11/21/2025,L,4,2,0,2,0.0,0,0,-,2,2,100,0,0,0,1,0,0,0,1,-1,3.5
Isaiah Jackson,IND,IND @ CLE,11/21/2025,L,18,3,1,4,25.0,0,0,-,1,2,50.0,2,2,4,0,2,1,1,3,-6,15.8
